Status,Title,Solution,Acceptance,Difficulty,Frequency,prob_url
,1538. Guess the Majority in a Hidden Array,,63.5%,Medium,,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array/solution
,1578. Minimum Time to Make Rope Colorful,,63.5%,Medium,,https://leetcode.com/problems/minimum-time-to-make-rope-colorful/solution
,1564. Put Boxes Into the Warehouse I,,67.0%,Medium,,https://leetcode.com/problems/put-boxes-into-the-warehouse-i/solution
,1584. Min Cost to Connect All Points,,64.0%,Medium,,https://leetcode.com/problems/min-cost-to-connect-all-points/solution
,1570. Dot Product of Two Sparse Vectors,,90.3%,Medium,,https://leetcode.com/problems/dot-product-of-two-sparse-vectors/solution
,1586. Binary Search Tree Iterator II,,70.9%,Medium,,https://leetcode.com/problems/binary-search-tree-iterator-ii/solution
,1602. Find Nearest Right Node in Binary Tree,,75.6%,Medium,,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree/solution
,1626. Best Team With No Conflicts,,51.1%,Medium,,https://leetcode.com/problems/best-team-with-no-conflicts/solution
,1631. Path With Minimum Effort,,55.6%,Medium,,https://leetcode.com/problems/path-with-minimum-effort/solution
,1641. Count Sorted Vowel Strings,,77.4%,Medium,,https://leetcode.com/problems/count-sorted-vowel-strings/solution
,1642. Furthest Building You Can Reach,,48.3%,Medium,,https://leetcode.com/problems/furthest-building-you-can-reach/solution
,1647. Minimum Deletions to Make Character Frequencies Unique,,59.1%,Medium,,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/solution
,1658. Minimum Operations to Reduce X to Zero,,37.6%,Medium,,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/solution
,1657. Determine if Two Strings Are Close,,56.3%,Medium,,https://leetcode.com/problems/determine-if-two-strings-are-close/solution
,1663. Smallest String With A Given Numeric Value,,66.8%,Medium,,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value/solution
,1673. Find the Most Competitive Subsequence,,49.3%,Medium,,https://leetcode.com/problems/find-the-most-competitive-subsequence/solution
,1679. Max Number of K-Sum Pairs,,57.3%,Medium,,https://leetcode.com/problems/max-number-of-k-sum-pairs/solution
,1680. Concatenation of Consecutive Binary Numbers,,57.0%,Medium,,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers/solution
,1689. Partitioning Into Minimum Number Of Deci-Binary Numbers,,89.3%,Medium,,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers/solution
,1690. Stone Game VII,,58.2%,Medium,,https://leetcode.com/problems/stone-game-vii/solution
,1695. Maximum Erasure Value,,57.6%,Medium,,https://leetcode.com/problems/maximum-erasure-value/solution
,1696. Jump Game VI,,46.1%,Medium,,https://leetcode.com/problems/jump-game-vi/solution
,1762. Buildings With an Ocean View,,79.1%,Medium,,https://leetcode.com/problems/buildings-with-an-ocean-view/solution
,1833. Maximum Ice Cream Bars,,74.0%,Medium,,https://leetcode.com/problems/maximum-ice-cream-bars/solution
,1834. Single-Threaded CPU,,45.8%,Medium,,https://leetcode.com/problems/single-threaded-cpu/solution
,1855. Maximum Distance Between a Pair of Values,,53.1%,Medium,,https://leetcode.com/problems/maximum-distance-between-a-pair-of-values/solution
,1874. Minimize Product Sum of Two Arrays,,90.1%,Medium,,https://leetcode.com/problems/minimize-product-sum-of-two-arrays/solution
,1926. Nearest Exit from Entrance in Maze,,48.8%,Medium,,https://leetcode.com/problems/nearest-exit-from-entrance-in-maze/solution
,1908. Game of Nim,,64.5%,Medium,,https://leetcode.com/problems/game-of-nim/solution
,1937. Maximum Number of Points with Cost,,36.1%,Medium,,https://leetcode.com/problems/maximum-number-of-points-with-cost/solution
,1962. Remove Stones to Minimize the Total,,60.2%,Medium,,https://leetcode.com/problems/remove-stones-to-minimize-the-total/solution
,2007. Find Original Array From Doubled Array,,40.7%,Medium,,https://leetcode.com/problems/find-original-array-from-doubled-array/solution
,1996. The Number of Weak Characters in the Game,,44.0%,Medium,,https://leetcode.com/problems/the-number-of-weak-characters-in-the-game/solution
,2034. Stock Price Fluctuation,,48.9%,Medium,,https://leetcode.com/problems/stock-price-fluctuation/solution
,2095. Delete the Middle Node of a Linked List,,59.6%,Medium,,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/solution
,2104. Sum of Subarray Ranges,,60.3%,Medium,,https://leetcode.com/problems/sum-of-subarray-ranges/solution
,2131. Longest Palindrome by Concatenating Two Letter Words,,48.5%,Medium,,https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words/solution
,2187. Minimum Time to Complete Trips,,39.2%,Medium,,https://leetcode.com/problems/minimum-time-to-complete-trips/solution
,2256. Minimum Average Difference,,43.1%,Medium,,https://leetcode.com/problems/minimum-average-difference/solution
,2214. Minimum Health to Beat Game,,58.0%,Medium,,https://leetcode.com/problems/minimum-health-to-beat-game/solution
,2244. Minimum Rounds to Complete All Tasks,,62.9%,Medium,,https://leetcode.com/problems/minimum-rounds-to-complete-all-tasks/solution
,2279. Maximum Bags With Full Capacity of Rocks,,67.7%,Medium,,https://leetcode.com/problems/maximum-bags-with-full-capacity-of-rocks/solution
,2300. Successful Pairs of Spells and Potions,,32.4%,Medium,,https://leetcode.com/problems/successful-pairs-of-spells-and-potions/solution
,2316. Count Unreachable Pairs of Nodes in an Undirected Graph,,38.9%,Medium,,https://leetcode.com/problems/count-unreachable-pairs-of-nodes-in-an-undirected-graph/solution
,2336. Smallest Number in Infinite Set,,71.3%,Medium,,https://leetcode.com/problems/smallest-number-in-infinite-set/solution
,2348. Number of Zero-Filled Subarrays,,57.8%,Medium,,https://leetcode.com/problems/number-of-zero-filled-subarrays/solution
,2359. Find Closest Node to Given Two Nodes,,46.2%,Medium,,https://leetcode.com/problems/find-closest-node-to-given-two-nodes/solution
,2368. Reachable Nodes With Restrictions,,57.8%,Medium,,https://leetcode.com/problems/reachable-nodes-with-restrictions/solution
,2390. Removing Stars From a String,,65.2%,Medium,,https://leetcode.com/problems/removing-stars-from-a-string/solution
,2405. Optimal Partition of String,,75.2%,Medium,,https://leetcode.com/problems/optimal-partition-of-string/solution
,2439. Minimize Maximum of Array,,34.4%,Medium,,https://leetcode.com/problems/minimize-maximum-of-array/solution
,2477. Minimum Fuel Cost to Report to the Capital,,67.8%,Medium,,https://leetcode.com/problems/minimum-fuel-cost-to-report-to-the-capital/solution
,2492. Minimum Score of a Path Between Two Cities,,46.5%,Medium,,https://leetcode.com/problems/minimum-score-of-a-path-between-two-cities/solution
,176. Second Highest Salary,,37.5%,Medium,,https://leetcode.com/problems/second-highest-salary/solution
,178. Rank Scores,,60.4%,Medium,,https://leetcode.com/problems/rank-scores/solution
,180. Consecutive Numbers,,46.6%,Medium,,https://leetcode.com/problems/consecutive-numbers/solution
,184. Department Highest Salary,,50.0%,Medium,,https://leetcode.com/problems/department-highest-salary/solution
,570. Managers with at Least 5 Direct Reports,,66.6%,Medium,,https://leetcode.com/problems/managers-with-at-least-5-direct-reports/solution
,574. Winning Candidate,,59.8%,Medium,,https://leetcode.com/problems/winning-candidate/solution
,580. Count Student Number in Departments,,58.6%,Medium,,https://leetcode.com/problems/count-student-number-in-departments/solution
,585. Investments in 2016,,52.3%,Medium,,https://leetcode.com/problems/investments-in-2016/solution
,608. Tree Node,,71.6%,Medium,,https://leetcode.com/problems/tree-node/solution
,612. Shortest Distance in a Plane,,62.7%,Medium,,https://leetcode.com/problems/shortest-distance-in-a-plane/solution
,626. Exchange Seats,,70.0%,Medium,,https://leetcode.com/problems/exchange-seats/solution
,1045. Customers Who Bought All Products,,66.8%,Medium,,https://leetcode.com/problems/customers-who-bought-all-products/solution
,534. Game Play Analysis III,,81.5%,Medium,,https://leetcode.com/problems/game-play-analysis-iii/solution
,550. Game Play Analysis IV,,43.0%,Medium,,https://leetcode.com/problems/game-play-analysis-iv/solution
,1164. Product Price at a Given Date,,67.3%,Medium,,https://leetcode.com/problems/product-price-at-a-given-date/solution
,10. Regular Expression Matching,,28.0%,Hard,,https://leetcode.com/problems/regular-expression-matching/solution
,23. Merge k Sorted Lists,,49.7%,Hard,,https://leetcode.com/problems/merge-k-sorted-lists/solution
,25. Reverse Nodes in k-Group,,54.5%,Hard,,https://leetcode.com/problems/reverse-nodes-in-k-group/solution
,30. Substring with Concatenation of All Words,,31.2%,Hard,,https://leetcode.com/problems/substring-with-concatenation-of-all-words/solution
,32. Longest Valid Parentheses,,32.8%,Hard,,https://leetcode.com/problems/longest-valid-parentheses/solution
,37. Sudoku Solver,,57.6%,Hard,,https://leetcode.com/problems/sudoku-solver/solution
,41. First Missing Positive,,36.7%,Hard,,https://leetcode.com/problems/first-missing-positive/solution
,42. Trapping Rain Water,,59.2%,Hard,,https://leetcode.com/problems/trapping-rain-water/solution
,44. Wildcard Matching,,26.9%,Hard,,https://leetcode.com/problems/wildcard-matching/solution
,51. N-Queens,,64.0%,Hard,,https://leetcode.com/problems/n-queens/solution
,52. N-Queens II,,71.6%,Hard,,https://leetcode.com/problems/n-queens-ii/solution
,60. Permutation Sequence,,44.3%,Hard,,https://leetcode.com/problems/permutation-sequence/solution
,65. Valid Number,,18.7%,Hard,,https://leetcode.com/problems/valid-number/solution
,72. Edit Distance,,54.3%,Hard,,https://leetcode.com/problems/edit-distance/solution
,76. Minimum Window Substring,,40.9%,Hard,,https://leetcode.com/problems/minimum-window-substring/solution
,84. Largest Rectangle in Histogram,,42.5%,Hard,,https://leetcode.com/problems/largest-rectangle-in-histogram/solution
,85. Maximal Rectangle,,44.7%,Hard,,https://leetcode.com/problems/maximal-rectangle/solution
,87. Scramble String,,36.1%,Hard,,https://leetcode.com/problems/scramble-string/solution
,115. Distinct Subsequences,,44.4%,Hard,,https://leetcode.com/problems/distinct-subsequences/solution
,123. Best Time to Buy and Sell Stock III,,45.4%,Hard,,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/solution
,124. Binary Tree Maximum Path Sum,,39.2%,Hard,,https://leetcode.com/problems/binary-tree-maximum-path-sum/solution
,126. Word Ladder II,,27.5%,Hard,,https://leetcode.com/problems/word-ladder-ii/solution
,127. Word Ladder,,37.1%,Hard,,https://leetcode.com/problems/word-ladder/solution
,132. Palindrome Partitioning II,,33.8%,Hard,,https://leetcode.com/problems/palindrome-partitioning-ii/solution
,135. Candy,,41.0%,Hard,,https://leetcode.com/problems/candy/solution
,140. Word Break II,,45.2%,Hard,,https://leetcode.com/problems/word-break-ii/solution
,149. Max Points on a Line,,25.1%,Hard,,https://leetcode.com/problems/max-points-on-a-line/solution
,154. Find Minimum in Rotated Sorted Array II,,43.5%,Hard,,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii/solution
,164. Maximum Gap,,43.3%,Hard,,https://leetcode.com/problems/maximum-gap/solution
,174. Dungeon Game,,37.5%,Hard,,https://leetcode.com/problems/dungeon-game/solution
,188. Best Time to Buy and Sell Stock IV,,38.8%,Hard,,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/solution
,212. Word Search II,,36.5%,Hard,,https://leetcode.com/problems/word-search-ii/solution
,214. Shortest Palindrome,,32.3%,Hard,,https://leetcode.com/problems/shortest-palindrome/solution
,218. The Skyline Problem,,41.8%,Hard,,https://leetcode.com/problems/the-skyline-problem/solution
,220. Contains Duplicate III,,22.1%,Hard,,https://leetcode.com/problems/contains-duplicate-iii/solution
,224. Basic Calculator,,42.4%,Hard,,https://leetcode.com/problems/basic-calculator/solution
,233. Number of Digit One,,34.0%,Hard,,https://leetcode.com/problems/number-of-digit-one/solution
,239. Sliding Window Maximum,,46.3%,Hard,,https://leetcode.com/problems/sliding-window-maximum/solution
,265. Paint House II,,52.9%,Hard,,https://leetcode.com/problems/paint-house-ii/solution
,269. Alien Dictionary,,35.3%,Hard,,https://leetcode.com/problems/alien-dictionary/solution
,272. Closest Binary Search Tree Value II,,58.4%,Hard,,https://leetcode.com/problems/closest-binary-search-tree-value-ii/solution
,273. Integer to English Words,,30.0%,Hard,,https://leetcode.com/problems/integer-to-english-words/solution
,282. Expression Add Operators,,39.2%,Hard,,https://leetcode.com/problems/expression-add-operators/solution
,295. Find Median from Data Stream,,51.5%,Hard,,https://leetcode.com/problems/find-median-from-data-stream/solution
,296. Best Meeting Point,,60.1%,Hard,,https://leetcode.com/problems/best-meeting-point/solution
,297. Serialize and Deserialize Binary Tree,,55.4%,Hard,,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/solution
,301. Remove Invalid Parentheses,,47.2%,Hard,,https://leetcode.com/problems/remove-invalid-parentheses/solution
,302. Smallest Rectangle Enclosing Black Pixels,,58.4%,Hard,,https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels/solution
,305. Number of Islands II,,39.6%,Hard,,https://leetcode.com/problems/number-of-islands-ii/solution
,308. Range Sum Query 2D - Mutable,,42.8%,Hard,,https://leetcode.com/problems/range-sum-query-2d-mutable/solution
,312. Burst Balloons,,57.0%,Hard,,https://leetcode.com/problems/burst-balloons/solution
,315. Count of Smaller Numbers After Self,,42.6%,Hard,,https://leetcode.com/problems/count-of-smaller-numbers-after-self/solution
,317. Shortest Distance from All Buildings,,42.6%,Hard,,https://leetcode.com/problems/shortest-distance-from-all-buildings/solution
,329. Longest Increasing Path in a Matrix,,52.4%,Hard,,https://leetcode.com/problems/longest-increasing-path-in-a-matrix/solution
,330. Patching Array,,40.2%,Hard,,https://leetcode.com/problems/patching-array/solution
,332. Reconstruct Itinerary,,41.2%,Hard,,https://leetcode.com/problems/reconstruct-itinerary/solution
,336. Palindrome Pairs,,35.0%,Hard,,https://leetcode.com/problems/palindrome-pairs/solution
,352. Data Stream as Disjoint Intervals,,59.8%,Hard,,https://leetcode.com/problems/data-stream-as-disjoint-intervals/solution
,354. Russian Doll Envelopes,,38.0%,Hard,,https://leetcode.com/problems/russian-doll-envelopes/solution
,363. Max Sum of Rectangle No Larger Than K,,44.0%,Hard,,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k/solution
,381. Insert Delete GetRandom O(1) - Duplicates allowed,,35.5%,Hard,,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed/solution
,403. Frog Jump,,43.2%,Hard,,https://leetcode.com/problems/frog-jump/solution
,410. Split Array Largest Sum,,53.5%,Hard,,https://leetcode.com/problems/split-array-largest-sum/solution
,425. Word Squares,,52.8%,Hard,,https://leetcode.com/problems/word-squares/solution
,446. Arithmetic Slices II - Subsequence,,46.6%,Hard,,https://leetcode.com/problems/arithmetic-slices-ii-subsequence/solution
,458. Poor Pigs,,63.0%,Hard,,https://leetcode.com/problems/poor-pigs/solution
,460. LFU Cache,,43.0%,Hard,,https://leetcode.com/problems/lfu-cache/solution
,466. Count The Repetitions,,29.4%,Hard,,https://leetcode.com/problems/count-the-repetitions/solution
,472. Concatenated Words,,50.1%,Hard,,https://leetcode.com/problems/concatenated-words/solution
,480. Sliding Window Median,,41.3%,Hard,,https://leetcode.com/problems/sliding-window-median/solution
,502. IPO,,49.7%,Hard,,https://leetcode.com/problems/ipo/solution
,527. Word Abbreviation,,60.6%,Hard,,https://leetcode.com/problems/word-abbreviation/solution
,546. Remove Boxes,,47.7%,Hard,,https://leetcode.com/problems/remove-boxes/solution
,548. Split Array with Equal Sum,,50.1%,Hard,,https://leetcode.com/problems/split-array-with-equal-sum/solution
,552. Student Attendance Record II,,41.4%,Hard,,https://leetcode.com/problems/student-attendance-record-ii/solution
,564. Find the Closest Palindrome,,21.9%,Hard,,https://leetcode.com/problems/find-the-closest-palindrome/solution
,568. Maximum Vacation Days,,45.0%,Hard,,https://leetcode.com/problems/maximum-vacation-days/solution
,587. Erect the Fence,,52.2%,Hard,,https://leetcode.com/problems/erect-the-fence/solution
,588. Design In-Memory File System,,48.6%,Hard,,https://leetcode.com/problems/design-in-memory-file-system/solution
,591. Tag Validator,,37.2%,Hard,,https://leetcode.com/problems/tag-validator/solution
,600. Non-negative Integers without Consecutive Ones,,39.2%,Hard,,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones/solution
,629. K Inverse Pairs Array,,42.7%,Hard,,https://leetcode.com/problems/k-inverse-pairs-array/solution
,630. Course Schedule III,,40.2%,Hard,,https://leetcode.com/problems/course-schedule-iii/solution
,631. Design Excel Sum Formula,,43.5%,Hard,,https://leetcode.com/problems/design-excel-sum-formula/solution
,632. Smallest Range Covering Elements from K Lists,,61.0%,Hard,,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists/solution
,639. Decode Ways II,,30.4%,Hard,,https://leetcode.com/problems/decode-ways-ii/solution
,644. Maximum Average Subarray II,,35.9%,Hard,,https://leetcode.com/problems/maximum-average-subarray-ii/solution
,656. Coin Path,,31.8%,Hard,,https://leetcode.com/problems/coin-path/solution
,660. Remove 9,,57.3%,Hard,,https://leetcode.com/problems/remove-9/solution
,668. Kth Smallest Number in Multiplication Table,,51.5%,Hard,,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table/solution
,675. Cut Off Trees for Golf Event,,34.1%,Hard,,https://leetcode.com/problems/cut-off-trees-for-golf-event/solution
,679. 24 Game,,49.2%,Hard,,https://leetcode.com/problems/24-game/solution
,689. Maximum Sum of 3 Non-Overlapping Subarrays,,49.0%,Hard,,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/solution
,699. Falling Squares,,44.5%,Hard,,https://leetcode.com/problems/falling-squares/solution
,711. Number of Distinct Islands II,,51.8%,Hard,,https://leetcode.com/problems/number-of-distinct-islands-ii/solution
,716. Max Stack,,45.2%,Hard,,https://leetcode.com/problems/max-stack/solution
,719. Find K-th Smallest Pair Distance,,36.7%,Hard,,https://leetcode.com/problems/find-k-th-smallest-pair-distance/solution
,726. Number of Atoms,,52.1%,Hard,,https://leetcode.com/problems/number-of-atoms/solution
,727. Minimum Window Subsequence,,42.9%,Hard,,https://leetcode.com/problems/minimum-window-subsequence/solution
,730. Count Different Palindromic Subsequences,,44.8%,Hard,,https://leetcode.com/problems/count-different-palindromic-subsequences/solution
,732. My Calendar III,,71.5%,Hard,,https://leetcode.com/problems/my-calendar-iii/solution
,741. Cherry Pickup,,36.3%,Hard,,https://leetcode.com/problems/cherry-pickup/solution
,745. Prefix and Suffix Search,,41.3%,Hard,,https://leetcode.com/problems/prefix-and-suffix-search/solution
,749. Contain Virus,,51.1%,Hard,,https://leetcode.com/problems/contain-virus/solution
,761. Special Binary String,,60.2%,Hard,,https://leetcode.com/problems/special-binary-string/solution
,428. Serialize and Deserialize N-ary Tree,,65.9%,Hard,,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree/solution
,765. Couples Holding Hands,,56.8%,Hard,,https://leetcode.com/problems/couples-holding-hands/solution
,431. Encode N-ary Tree to Binary Tree,,78.9%,Hard,,https://leetcode.com/problems/encode-n-ary-tree-to-binary-tree/solution
,773. Sliding Puzzle,,64.1%,Hard,,https://leetcode.com/problems/sliding-puzzle/solution
,774. Minimize Max Distance to Gas Station,,51.7%,Hard,,https://leetcode.com/problems/minimize-max-distance-to-gas-station/solution
,778. Swim in Rising Water,,59.8%,Hard,,https://leetcode.com/problems/swim-in-rising-water/solution
,780. Reaching Points,,32.6%,Hard,,https://leetcode.com/problems/reaching-points/solution
,782. Transform to Chessboard,,51.7%,Hard,,https://leetcode.com/problems/transform-to-chessboard/solution
,793. Preimage Size of Factorial Zeroes Function,,43.2%,Hard,,https://leetcode.com/problems/preimage-size-of-factorial-zeroes-function/solution
,798. Smallest Rotation with Highest Score,,50.2%,Hard,,https://leetcode.com/problems/smallest-rotation-with-highest-score/solution
,803. Bricks Falling When Hit,,34.3%,Hard,,https://leetcode.com/problems/bricks-falling-when-hit/solution
,810. Chalkboard XOR Game,,56.2%,Hard,,https://leetcode.com/problems/chalkboard-xor-game/solution
,815. Bus Routes,,45.6%,Hard,,https://leetcode.com/problems/bus-routes/solution
,818. Race Car,,43.3%,Hard,,https://leetcode.com/problems/race-car/solution
,827. Making A Large Island,,44.9%,Hard,,https://leetcode.com/problems/making-a-large-island/solution
,829. Consecutive Numbers Sum,,41.6%,Hard,,https://leetcode.com/problems/consecutive-numbers-sum/solution
,834. Sum of Distances in Tree,,59.3%,Hard,,https://leetcode.com/problems/sum-of-distances-in-tree/solution
,489. Robot Room Cleaner,,76.6%,Hard,,https://leetcode.com/problems/robot-room-cleaner/solution
,839. Similar String Groups,,48.0%,Hard,,https://leetcode.com/problems/similar-string-groups/solution
,847. Shortest Path Visiting All Nodes,,61.1%,Hard,,https://leetcode.com/problems/shortest-path-visiting-all-nodes/solution
,850. Rectangle Area II,,53.9%,Hard,,https://leetcode.com/problems/rectangle-area-ii/solution
,857. Minimum Cost to Hire K Workers,,52.3%,Hard,,https://leetcode.com/problems/minimum-cost-to-hire-k-workers/solution
,862. Shortest Subarray with Sum at Least K,,26.1%,Hard,,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k/solution
,710. Random Pick with Blacklist,,33.5%,Hard,,https://leetcode.com/problems/random-pick-with-blacklist/solution
,871. Minimum Number of Refueling Stops,,39.8%,Hard,,https://leetcode.com/problems/minimum-number-of-refueling-stops/solution
,878. Nth Magical Number,,35.3%,Hard,,https://leetcode.com/problems/nth-magical-number/solution
,879. Profitable Schemes,,40.6%,Hard,,https://leetcode.com/problems/profitable-schemes/solution
,882. Reachable Nodes In Subdivided Graph,,50.2%,Hard,,https://leetcode.com/problems/reachable-nodes-in-subdivided-graph/solution
,887. Super Egg Drop,,27.2%,Hard,,https://leetcode.com/problems/super-egg-drop/solution
,891. Sum of Subsequence Widths,,36.6%,Hard,,https://leetcode.com/problems/sum-of-subsequence-widths/solution
,895. Maximum Frequency Stack,,66.6%,Hard,,https://leetcode.com/problems/maximum-frequency-stack/solution
,899. Orderly Queue,,66.4%,Hard,,https://leetcode.com/problems/orderly-queue/solution
,902. Numbers At Most N Given Digit Set,,41.4%,Hard,,https://leetcode.com/problems/numbers-at-most-n-given-digit-set/solution
,906. Super Palindromes,,38.9%,Hard,,https://leetcode.com/problems/super-palindromes/solution
,913. Cat and Mouse,,34.9%,Hard,,https://leetcode.com/problems/cat-and-mouse/solution
,920. Number of Music Playlists,,50.8%,Hard,,https://leetcode.com/problems/number-of-music-playlists/solution
,924. Minimize Malware Spread,,42.1%,Hard,,https://leetcode.com/problems/minimize-malware-spread/solution
,927. Three Equal Parts,,39.5%,Hard,,https://leetcode.com/problems/three-equal-parts/solution
,928. Minimize Malware Spread II,,42.7%,Hard,,https://leetcode.com/problems/minimize-malware-spread-ii/solution
,936. Stamping The Sequence,,63.0%,Hard,,https://leetcode.com/problems/stamping-the-sequence/solution
,940. Distinct Subsequences II,,44.0%,Hard,,https://leetcode.com/problems/distinct-subsequences-ii/solution
,943. Find the Shortest Superstring,,44.5%,Hard,,https://leetcode.com/problems/find-the-shortest-superstring/solution
,952. Largest Component Size by Common Factor,,40.1%,Hard,,https://leetcode.com/problems/largest-component-size-by-common-factor/solution
,960. Delete Columns to Make Sorted III,,57.2%,Hard,,https://leetcode.com/problems/delete-columns-to-make-sorted-iii/solution
,968. Binary Tree Cameras,,46.7%,Hard,,https://leetcode.com/problems/binary-tree-cameras/solution
,972. Equal Rational Numbers,,43.4%,Hard,,https://leetcode.com/problems/equal-rational-numbers/solution
,980. Unique Paths III,,81.9%,Hard,,https://leetcode.com/problems/unique-paths-iii/solution
,987. Vertical Order Traversal of a Binary Tree,,45.0%,Hard,,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/solution
,992. Subarrays with K Different Integers,,54.7%,Hard,,https://leetcode.com/problems/subarrays-with-k-different-integers/solution
,1088. Confusing Number II,,47.3%,Hard,,https://leetcode.com/problems/confusing-number-ii/solution
,1032. Stream of Characters,,51.6%,Hard,,https://leetcode.com/problems/stream-of-characters/solution
,1044. Longest Duplicate Substring,,30.6%,Hard,,https://leetcode.com/problems/longest-duplicate-substring/solution
,1153. String Transforms Into Another String,,35.3%,Hard,,https://leetcode.com/problems/string-transforms-into-another-string/solution
,1168. Optimize Water Distribution in a Village,,64.5%,Hard,,https://leetcode.com/problems/optimize-water-distribution-in-a-village/solution
,1074. Number of Submatrices That Sum to Target,,69.7%,Hard,,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target/solution
,1216. Valid Palindrome III,,50.4%,Hard,,https://leetcode.com/problems/valid-palindrome-iii/solution
,1231. Divide Chocolate,,57.4%,Hard,,https://leetcode.com/problems/divide-chocolate/solution
,1259. Handshakes That Don't Cross,,60.4%,Hard,,https://leetcode.com/problems/handshakes-that-dont-cross/solution
,1274. Number of Ships in a Rectangle,,69.2%,Hard,,https://leetcode.com/problems/number-of-ships-in-a-rectangle/solution
,1632. Rank Transform of a Matrix,,40.9%,Hard,,https://leetcode.com/problems/rank-transform-of-a-matrix/solution
,1178. Number of Valid Words for Each Puzzle,,46.3%,Hard,,https://leetcode.com/problems/number-of-valid-words-for-each-puzzle/solution
,1192. Critical Connections in a Network,,54.6%,Hard,,https://leetcode.com/problems/critical-connections-in-a-network/solution
,1220. Count Vowels Permutation,,60.3%,Hard,,https://leetcode.com/problems/count-vowels-permutation/solution
,1235. Maximum Profit in Job Scheduling,,53.4%,Hard,,https://leetcode.com/problems/maximum-profit-in-job-scheduling/solution
,2218. Maximum Value of K Coins From Piles,,48.2%,Hard,,https://leetcode.com/problems/maximum-value-of-k-coins-from-piles/solution
,1284. Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,,71.9%,Hard,,https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix/solution
,1293. Shortest Path in a Grid with Obstacles Elimination,,45.4%,Hard,,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination/solution
,1312. Minimum Insertion Steps to Make a String Palindrome,,66.3%,Hard,,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/solution
,1345. Jump Game IV,,47.0%,Hard,,https://leetcode.com/problems/jump-game-iv/solution
,1335. Minimum Difficulty of a Job Schedule,,58.5%,Hard,,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule/solution
,1359. Count All Valid Pickup and Delivery Options,,62.7%,Hard,,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options/solution
,1354. Construct Target Array With Multiple Sums,,36.3%,Hard,,https://leetcode.com/problems/construct-target-array-with-multiple-sums/solution
,1383. Maximum Performance of a Team,,48.5%,Hard,,https://leetcode.com/problems/maximum-performance-of-a-team/solution
,1402. Reducing Dishes,,72.0%,Hard,,https://leetcode.com/problems/reducing-dishes/solution
,1416. Restore The Array,,38.7%,Hard,,https://leetcode.com/problems/restore-the-array/solution
,1444. Number of Ways of Cutting a Pizza,,56.1%,Hard,,https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza/solution
,1463. Cherry Pickup II,,69.7%,Hard,,https://leetcode.com/problems/cherry-pickup-ii/solution
,1473. Paint House III,,61.6%,Hard,,https://leetcode.com/problems/paint-house-iii/solution
,1510. Stone Game IV,,60.4%,Hard,,https://leetcode.com/problems/stone-game-iv/solution
,1531. String Compression II,,49.5%,Hard,,https://leetcode.com/problems/string-compression-ii/solution
,1548. The Most Similar Path in a Graph,,57.1%,Hard,,https://leetcode.com/problems/the-most-similar-path-in-a-graph/solution
,1579. Remove Max Number of Edges to Keep Graph Fully Traversable,,53.2%,Hard,,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/solution
,1606. Find Servers That Handled Most Number of Requests,,42.9%,Hard,,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests/solution
,1639. Number of Ways to Form a Target String Given a Dictionary,,43.2%,Hard,,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary/solution
,1649. Create Sorted Array through Instructions,,37.3%,Hard,,https://leetcode.com/problems/create-sorted-array-through-instructions/solution
